orden_aparente,GCI_fino,GCI_fino_porcentaje,GCI_medio,GCI_medio_porcentaje,GCI_absoluto_fino,valor_extrapolado,razon_asintotica,escala_referencia,factor_seguridad,razon_refinamiento,valor_grueso,valor_medio,valor_fino
1.8671918523611695,0.007522244513611609,0.7522244513611609,0.027887208799639983,2.788720879963998,0.015762502728368467,2.108062057728881,1.016194516140671,2.095452055546186,1.25,2.0,1.9402293226135783,2.062058023599996,2.095452055546186
